Time [s];Sway Acc [m/s2];Surge Acc [m/s2];Heave Acc[m/s2]
0.324500;0.063744;-0.408690;-0.310120
0.325000;0.078468;-0.412840;-0.345410
0.325500;0.078285;-0.417610;-0.365880
0.326000;0.049804;-0.389620;-0.391500
0.326500;0.005683;-0.378470;-0.397660
0.327000;-0.043796;-0.380100;-0.379710
0.327500;-0.079279;-0.383630;-0.356090
0.328000;-0.121410;-0.363580;-0.325980
0.328500;-0.154740;-0.368020;-0.283110
0.329000;-0.181060;-0.370880;-0.226250
0.329500;-0.222460;-0.361430;-0.161400
0.330000;-0.261600;-0.355640;-0.102750
0.330500;-0.294370;-0.348280;-0.042466
0.331000;-0.334130;-0.341200;0.006958
0.331500;-0.362600;-0.334670;0.058238
0.332000;-0.369500;-0.333160;0.106450
0.332500;-0.370790;-0.320300;0.157180
0.333000;-0.364770;-0.316700;0.201630
0.333500;-0.350190;-0.300060;0.245480
0.334000;-0.338700;-0.286930;0.295030
0.334500;-0.305590;-0.279100;0.337390
0.335000;-0.292880;-0.264930;0.375580
0.335500;-0.298860;-0.245550;0.411600
0.336000;-0.289530;-0.241660;0.439950
0.336500;-0.287690;-0.236700;0.448870
0.337000;-0.269820;-0.243410;0.442620
0.337500;-0.228530;-0.254540;0.432210
0.338000;-0.170190;-0.270570;0.413570
0.338500;-0.132460;-0.276740;0.387390
0.339000;-0.077800;-0.281950;0.341800
0.339500;-0.012941;-0.284630;0.315020
0.340000;0.033292;-0.276830;0.293040
0.340500;0.071377;-0.269880;0.287600
0.341000;0.097193;-0.243900;0.294910
0.341500;0.124660;-0.227390;0.298290
0.342000;0.127360;-0.193060;0.301730
0.342500;0.112960;-0.166790;0.285290
0.343000;0.104720;-0.166760;0.265380
0.343500;0.069918;-0.166550;0.248210
0.344000;-0.001635;-0.153400;0.234170
0.344500;-0.068480;-0.163250;0.228820
0.345000;-0.136470;-0.190200;0.222830
0.345500;-0.218500;-0.210640;0.227070
0.346000;-0.308970;-0.229920;0.230260
0.346500;-0.367560;-0.257180;0.233100
0.347000;-0.418400;-0.269010;0.247470
0.347500;-0.416670;-0.290540;0.249250
0.348000;-0.392870;-0.300640;0.257720
0.348500;-0.320640;-0.313290;0.226640
0.349000;-0.251420;-0.306020;0.201500
0.349500;-0.199310;-0.289230;0.137670
0.350000;-0.148000;-0.275820;0.090021
0.350500;-0.099525;-0.253480;0.021873
0.351000;-0.048720;-0.240850;-0.038205
0.351500;0.004504;-0.220380;-0.105430
0.352000;0.053201;-0.205400;-0.173070
0.352500;0.108480;-0.194330;-0.232630
0.353000;0.156500;-0.191770;-0.293410
0.353500;0.193300;-0.188450;-0.324050
0.354000;0.203300;-0.189370;-0.342370
0.354500;0.191710;-0.173620;-0.342520
0.355000;0.164660;-0.156160;-0.329620
0.355500;0.139260;-0.154620;-0.286120
0.356000;0.106900;-0.148670;-0.234830
0.356500;0.070814;-0.133100;-0.178340
0.357000;0.044978;-0.119430;-0.130830
0.357500;0.019753;-0.098494;-0.096084
0.358000;0.017559;-0.083988;-0.086738
0.358500;0.022265;-0.066211;-0.076262
0.359000;0.033646;-0.057049;-0.073652
0.359500;0.053638;-0.034367;-0.054861
0.360000;0.090629;-0.011824;-0.062515
0.360500;0.157920;0.001975;-0.085672
0.361000;0.240060;0.009542;-0.129340
0.361500;0.347080;0.017126;-0.184160
0.362000;0.455340;0.029916;-0.243120
0.362500;0.569960;0.030216;-0.303720
0.363000;0.650360;0.043961;-0.339710
0.363500;0.698470;0.067518;-0.385950
0.364000;0.708660;0.097547;-0.428230
0.364500;0.664370;0.110810;-0.449860
0.365000;0.594010;0.116910;-0.408970
0.365500;0.487660;0.135810;-0.363480
0.366000;0.364040;0.149930;-0.307690
0.366500;0.231520;0.158150;-0.267180
0.367000;0.111690;0.143030;-0.208780
0.367500;-0.005542;0.138870;-0.154610
0.368000;-0.135860;0.133580;-0.100970
0.368500;-0.236160;0.119540;-0.035533
0.369000;-0.309090;0.118240;0.022516
0.369500;-0.364660;0.118920;0.048110
0.370000;-0.395600;0.129670;0.054536
0.370500;-0.402010;0.131640;0.037850
0.371000;-0.378650;0.139280;0.022395
0.371500;-0.366920;0.163870;-0.024163
0.372000;-0.336780;0.181150;-0.068965
0.372500;-0.287790;0.182330;-0.103010
0.373000;-0.236810;0.191740;-0.150060
0.373500;-0.190950;0.204970;-0.171850
0.374000;-0.139810;0.198210;-0.177960
0.374500;-0.108820;0.206800;-0.162040
0.375000;-0.089189;0.215360;-0.157270
0.375500;-0.072743;0.218610;-0.171860
0.376000;-0.055623;0.220220;-0.181630
0.376500;-0.049438;0.222930;-0.188930
0.377000;-0.061497;0.233030;-0.169710
0.377500;-0.068067;0.221010;-0.157050
0.378000;-0.081087;0.224690;-0.132850
0.378500;-0.117500;0.236040;-0.122990
0.379000;-0.149830;0.243020;-0.096071
0.379500;-0.178420;0.247020;-0.063342
0.380000;-0.212500;0.254350;-0.022718
0.380500;-0.258560;0.270520;0.007038
0.381000;-0.310940;0.267260;0.019675
0.381500;-0.345760;0.264460;0.033787
0.382000;-0.402770;0.264940;0.028519
0.382500;-0.448450;0.271640;0.016987
0.383000;-0.468220;0.263020;-0.029283
0.383500;-0.461370;0.265910;-0.088153
0.384000;-0.439940;0.267360;-0.175590
0.384500;-0.392330;0.267480;-0.259820
0.385000;-0.326890;0.270680;-0.358030
0.385500;-0.246790;0.264010;-0.450310
0.386000;-0.174760;0.261440;-0.523370
0.386500;-0.112590;0.260100;-0.581530
0.387000;-0.068657;0.261740;-0.605560
0.387500;-0.039724;0.271440;-0.602100
0.388000;-0.033739;0.287510;-0.591000
0.388500;-0.050228;0.260480;-0.582110
0.389000;-0.104830;0.318880;-0.575590
0.389500;-0.126160;0.295780;-0.585110
0.390000;-0.206540;0.323720;-0.577830
0.390500;-0.287980;0.311960;-0.575750
0.391000;-0.338550;0.274240;-0.550080
0.391500;-0.436680;0.320280;-0.582830
0.392000;-0.522940;0.318990;-0.593860
0.392500;-0.573100;0.296750;-0.561870
0.393000;-0.632650;0.306980;-0.547700
0.393500;-0.663200;0.323890;-0.517560
0.394000;-0.642180;0.296830;-0.485260
0.394500;-0.600020;0.285070;-0.465620
0.395000;-0.562080;0.286550;-0.453310
0.395500;-0.500090;0.277300;-0.406480
0.396000;-0.423350;0.263070;-0.364300
0.396500;-0.368630;0.281220;-0.316480
0.397000;-0.326100;0.296580;-0.285170
0.397500;-0.283990;0.311020;-0.253930
0.398000;-0.263260;0.333670;-0.258560
0.398500;-0.227310;0.336270;-0.254940
0.399000;-0.203980;0.355840;-0.256220
0.399500;-0.206610;0.373140;-0.280360
0.400000;-0.193170;0.373390;-0.271130
0.400500;-0.183280;0.375350;-0.272930
0.401000;-0.203680;0.419730;-0.277300
0.401500;-0.188550;0.431400;-0.283100
0.402000;-0.155430;0.419460;-0.272000
0.402500;-0.139800;0.442290;-0.260900
0.403000;-0.098462;0.439800;-0.226900
0.403500;-0.048559;0.469320;-0.214150
0.404000;-0.019038;0.490410;-0.222430
0.404500;0.027355;0.506990;-0.215210
0.405000;0.062669;0.557190;-0.229050
0.405500;0.093931;0.590260;-0.235310
0.406000;0.141530;0.603590;-0.219300
0.406500;0.187270;0.619610;-0.213860
0.407000;0.208430;0.638130;-0.203030
0.407500;0.242770;0.638940;-0.202180
0.408000;0.261830;0.647560;-0.189250
0.408500;0.278450;0.636720;-0.176060
0.409000;0.284500;0.628790;-0.143930
0.409500;0.275130;0.623090;-0.148710
0.410000;0.294760;0.629550;-0.146370
0.410500;0.329300;0.630150;-0.182020
0.411000;0.376460;0.627840;-0.213140
0.411500;0.416190;0.629050;-0.261670
0.412000;0.462340;0.632290;-0.308210
0.412500;0.492430;0.645160;-0.364880
0.413000;0.504250;0.666530;-0.403420
0.413500;0.501850;0.680630;-0.431390
0.414000;0.488070;0.690360;-0.440620
0.414500;0.460550;0.682470;-0.422910
0.415000;0.400330;0.675810;-0.394730
0.415500;0.327460;0.668050;-0.356950
0.416000;0.238050;0.644480;-0.310590
0.416500;0.143930;0.617450;-0.278710
0.417000;0.046126;0.591530;-0.255830
0.417500;-0.038639;0.557010;-0.226970
0.418000;-0.135040;0.530370;-0.193100
0.418500;-0.215530;0.514940;-0.168830
0.419000;-0.267490;0.492240;-0.168590
0.419500;-0.281500;0.484690;-0.183940
0.420000;-0.253310;0.470660;-0.182030
0.420500;-0.227120;0.478260;-0.197510
0.421000;-0.178950;0.481820;-0.238530
0.421500;-0.100030;0.477670;-0.307700
0.422000;-0.009002;0.483710;-0.378930
0.422500;0.087056;0.486360;-0.450400
0.423000;0.170530;0.485260;-0.530250
0.423500;0.245070;0.466420;-0.595340
0.424000;0.300980;0.450900;-0.646910
0.424500;0.309690;0.453480;-0.686540
0.425000;0.287760;0.446890;-0.703030
0.425500;0.252360;0.428980;-0.710220
0.426000;0.184910;0.415760;-0.687340
0.426500;0.091601;0.408310;-0.654740
0.427000;-0.021693;0.410630;-0.613650
0.427500;-0.122510;0.404780;-0.557310
0.428000;-0.206400;0.383330;-0.496400
0.428500;-0.286210;0.386990;-0.436030
0.429000;-0.345890;0.393010;-0.383220
0.429500;-0.374150;0.390580;-0.322510
0.430000;-0.386120;0.390490;-0.273300
0.430500;-0.385000;0.392920;-0.232190
0.431000;-0.339260;0.384440;-0.196120
0.431500;-0.295060;0.385440;-0.172270
0.432000;-0.249420;0.389050;-0.149190
0.432500;-0.179910;0.371270;-0.123640
0.433000;-0.126450;0.379650;-0.089847
0.433500;-0.083081;0.383730;-0.057058
0.434000;-0.030120;0.381980;-0.031614
0.434500;0.005773;0.383020;-0.012620
0.435000;0.025298;0.373900;0.026881
0.435500;0.027584;0.364710;0.072719
0.436000;-0.011058;0.370730;0.116710
0.436500;-0.075150;0.367410;0.157400
0.437000;-0.143990;0.377070;0.180290
0.437500;-0.248050;0.397650;0.186050
0.438000;-0.328100;0.399590;0.181800
0.438500;-0.394930;0.403170;0.173890
0.439000;-0.440040;0.407030;0.155710
0.439500;-0.455630;0.409800;0.136980
0.440000;-0.471660;0.412330;0.103550
0.440500;-0.471710;0.402760;0.082489
0.441000;-0.470040;0.402130;0.065817
0.441500;-0.477270;0.403490;0.057106
0.442000;-0.487980;0.401270;0.056147
0.442500;-0.507780;0.413790;0.044028
0.443000;-0.510410;0.407290;0.046844
0.443500;-0.524640;0.410950;0.039605
0.444000;-0.538520;0.405670;0.019931
0.444500;-0.538080;0.393040;0.014755
0.445000;-0.547710;0.382560;0.008009
0.445500;-0.546430;0.366560;0.021384
0.446000;-0.524440;0.357330;0.047759
0.446500;-0.502010;0.348070;0.063135
0.447000;-0.491600;0.355060;0.083864
0.447500;-0.470810;0.368110;0.085026
0.448000;-0.420450;0.372220;0.083452
0.448500;-0.353220;0.369870;0.079992
0.449000;-0.273110;0.376560;0.078721
0.449500;-0.175460;0.381970;0.072778
0.450000;-0.064505;0.383430;0.055279
0.450500;0.028643;0.376110;0.043072
0.451000;0.101310;0.372550;0.044325
0.451500;0.156550;0.370730;0.052689
0.452000;0.197950;0.368780;0.073894
0.452500;0.205030;0.367520;0.108650
0.453000;0.181850;0.364140;0.160230
0.453500;0.165750;0.359780;0.228130
0.454000;0.140520;0.360730;0.282190
0.454500;0.103660;0.359530;0.330820
0.455000;0.077023;0.356680;0.368530
0.455500;0.065030;0.350580;0.386110
0.456000;0.058535;0.351210;0.385680
0.456500;0.074165;0.354990;0.363670
0.457000;0.105240;0.352390;0.315250
0.457500;0.134160;0.351810;0.255810
0.458000;0.175380;0.343290;0.197760
0.458500;0.237150;0.321920;0.134980
0.459000;0.285770;0.311330;0.056138
0.459500;0.328690;0.302410;-0.038206
0.460000;0.364650;0.286500;-0.118130
0.460500;0.401230;0.270970;-0.203130
0.461000;0.420090;0.266510;-0.267080
0.461500;0.412200;0.263280;-0.312140
0.462000;0.378540;0.261130;-0.335930
0.462500;0.326430;0.257290;-0.338800
0.463000;0.239670;0.245320;-0.318100
0.463500;0.129410;0.241050;-0.271230
0.464000;0.021273;0.228970;-0.226350
0.464500;-0.090011;0.218390;-0.164610
0.465000;-0.209880;0.205180;-0.116770
0.465500;-0.313110;0.188630;-0.082499
0.466000;-0.389070;0.156920;-0.060343
0.466500;-0.439820;0.127250;-0.053603
0.467000;-0.469260;0.098642;-0.050560
0.467500;-0.482140;0.083159;-0.052450
0.468000;-0.476570;0.072157;-0.070257
0.468500;-0.430260;0.052799;-0.098488
0.469000;-0.394470;0.053633;-0.130110
0.469500;-0.342610;0.055141;-0.165140
0.470000;-0.265620;0.060029;-0.212620
0.470500;-0.208190;0.070344;-0.263720
0.471000;-0.144830;0.070348;-0.318080
0.471500;-0.097338;0.065285;-0.381940
0.472000;-0.069054;0.063775;-0.424240
0.472500;-0.044792;0.056917;-0.435130
0.473000;-0.032319;0.054893;-0.437140
0.473500;-0.054710;0.049291;-0.420910
0.474000;-0.092653;0.040442;-0.389760
0.474500;-0.137990;0.033558;-0.369020
0.475000;-0.196670;0.027912;-0.325030
0.475500;-0.245450;0.004966;-0.268890
0.476000;-0.299630;0.008330;-0.206970
0.476500;-0.357080;0.014435;-0.144080
0.477000;-0.391300;0.021692;-0.081928
0.477500;-0.410950;0.038004;-0.047639
0.478000;-0.423250;0.057635;-0.029184
0.478500;-0.414900;0.064029;-0.026960
0.479000;-0.374100;0.054670;-0.029001
0.479500;-0.328380;0.058529;-0.039220
0.480000;-0.278370;0.059511;-0.049699
0.480500;-0.215930;0.044576;-0.082323
0.481000;-0.163350;0.040201;-0.114670
0.481500;-0.115710;0.031328;-0.158770
0.482000;-0.086491;0.026181;-0.193040
0.482500;-0.052243;0.021808;-0.220850
0.483000;-0.022763;0.017309;-0.242040
0.483500;0.009151;0.025209;-0.261420
0.484000;0.033371;0.023536;-0.292630
0.484500;0.044671;0.024290;-0.297890
0.485000;0.035529;0.033857;-0.319620
0.485500;0.000204;0.050575;-0.318720
0.486000;-0.023679;0.050254;-0.304560
0.486500;-0.065587;0.066785;-0.292040
0.487000;-0.106630;0.066307;-0.287690
0.487500;-0.125750;0.032693;-0.267760
0.488000;-0.176330;0.026450;-0.262270
0.488500;-0.227600;0.014894;-0.241360
0.489000;-0.257510;-0.000582;-0.211400
0.489500;-0.277550;-0.013391;-0.179370
0.490000;-0.290170;-0.023470;-0.157700
0.490500;-0.283620;-0.033391;-0.148970
0.491000;-0.262980;-0.038565;-0.153520
0.491500;-0.228960;-0.044039;-0.155620
0.492000;-0.183370;-0.058682;-0.167280
0.492500;-0.129520;-0.062843;-0.205950
0.493000;-0.087274;-0.069691;-0.248360
0.493500;-0.035290;-0.076569;-0.300350
0.494000;0.022170;-0.102010;-0.350840
0.494500;0.069221;-0.110270;-0.392730
0.495000;0.101180;-0.109910;-0.433540
0.495500;0.148710;-0.122880;-0.464100
0.496000;0.201920;-0.154350;-0.489550
0.496500;0.212230;-0.159330;-0.512740
0.497000;0.227080;-0.169410;-0.505190
0.497500;0.245660;-0.170300;-0.493130
0.498000;0.245210;-0.168130;-0.470480
0.498500;0.249460;-0.161300;-0.446850
0.499000;0.262040;-0.158310;-0.426150
0.499500;0.274600;-0.161650;-0.392100
0.500000;0.284420;-0.159650;-0.340330
0.500499;0.305450;-0.160660;-0.281830
0.501000;0.308260;-0.164500;-0.211550
0.501499;0.301150;-0.172440;-0.149610
0.502000;0.293240;-0.183540;-0.101650
0.502499;0.267750;-0.201660;-0.052855
0.503000;0.244180;-0.207180;-0.014789
0.503499;0.214300;-0.208990;0.036023
0.504000;0.214920;-0.208990;0.065243
0.504499;0.228030;-0.206040;0.082181
0.505000;0.255120;-0.197030;0.076440
0.505499;0.295700;-0.179970;0.045787
0.506000;0.355250;-0.177960;0.015731
0.506499;0.442350;-0.181810;-0.020203
0.507000;0.504440;-0.148160;-0.054642
0.507499;0.568950;-0.134620;-0.096618
0.508000;0.613920;-0.121680;-0.118600
0.508499;0.635570;-0.103660;-0.138290
0.509000;0.654220;-0.093891;-0.144430
0.509499;0.629760;-0.070553;-0.155190
0.510000;0.599750;-0.073888;-0.152510
0.510499;0.571430;-0.079680;-0.129010
0.511000;0.519150;-0.076908;-0.098564
0.511499;0.422280;-0.076924;-0.051944
0.512000;0.312360;-0.069864;0.000159
0.512499;0.178470;-0.053472;0.037277
0.513000;0.022336;-0.062036;0.067527
0.513499;-0.112500;-0.056571;0.095877
0.514000;-0.217040;-0.054353;0.091825
0.514499;-0.280370;-0.067099;0.070601
0.515000;-0.307570;-0.076075;0.027307
0.515499;-0.311340;-0.075920;-0.033287
0.516000;-0.272390;-0.093469;-0.100440
0.516499;-0.200530;-0.120340;-0.163020
0.517000;-0.114940;-0.126920;-0.228190
0.517499;-0.021954;-0.126230;-0.302060
0.518000;0.082375;-0.129550;-0.374060
0.518499;0.173650;-0.142430;-0.407380
0.519000;0.242570;-0.144810;-0.416400
0.519499;0.294190;-0.145020;-0.428790
0.520000;0.299380;-0.132520;-0.416810
0.520499;0.277290;-0.140130;-0.425710
0.521000;0.242330;-0.153780;-0.396710
0.521499;0.162350;-0.153290;-0.375200
0.522000;0.073998;-0.149550;-0.332440
0.522499;-0.020820;-0.152910;-0.300810
0.523000;-0.115000;-0.147940;-0.262840
0.523499;-0.183010;-0.159050;-0.225080
0.524000;-0.207140;-0.169960;-0.168950
0.524500;-0.226350;-0.162640;-0.116130
0.525000;-0.212540;-0.170360;-0.074546
0.525500;-0.159230;-0.176480;-0.047436
0.526000;-0.101810;-0.181780;-0.026706
0.526500;-0.034497;-0.172280;-0.002181
0.527000;0.022785;-0.161020;-0.007260
0.527500;0.066930;-0.152900;-0.008720
0.528000;0.117750;-0.150970;-0.028995
0.528500;0.163310;-0.149810;-0.056781
0.529000;0.207740;-0.151570;-0.092195
0.529500;0.251530;-0.159620;-0.132750
0.530000;0.290900;-0.168110;-0.167500
0.530500;0.292500;-0.159510;-0.200350
0.531000;0.296890;-0.160140;-0.237260
0.531500;0.287100;-0.156320;-0.273650
0.532000;0.284320;-0.160340;-0.299090
0.532500;0.277340;-0.153800;-0.308600
0.533000;0.258470;-0.145930;-0.330170
0.533500;0.240010;-0.150070;-0.342280
0.534000;0.221540;-0.150710;-0.359960
0.534500;0.192750;-0.144100;-0.365400
0.535000;0.149670;-0.142900;-0.351640
0.535500;0.113730;-0.154900;-0.329300
0.536000;0.042439;-0.146810;-0.307050
0.536500;-0.059706;-0.136080;-0.296350
0.537000;-0.153300;-0.139380;-0.265510
0.537500;-0.265220;-0.146890;-0.241200
0.538000;-0.374700;-0.150550;-0.201240
0.538500;-0.474250;-0.156750;-0.165020
0.539000;-0.548900;-0.166130;-0.147080
0.539500;-0.606240;-0.185190;-0.128230
0.540000;-0.646380;-0.205950;-0.102460
0.540500;-0.663840;-0.214530;-0.083481
0.541000;-0.661240;-0.229410;-0.071076
0.541500;-0.649310;-0.238160;-0.046440
0.542000;-0.650050;-0.240580;-0.027145
0.542500;-0.643590;-0.243190;-0.002219
0.543000;-0.622010;-0.243270;0.010161
0.543500;-0.605430;-0.229500;0.024053
0.544000;-0.597570;-0.215330;0.030989
0.544500;-0.560280;-0.222940;0.046486
0.545000;-0.520640;-0.222840;0.059020
0.545500;-0.483010;-0.206330;0.067573
0.546000;-0.443340;-0.194630;0.061636
0.546500;-0.412370;-0.179620;0.061712
0.547000;-0.375260;-0.173230;0.085717
0.547500;-0.340620;-0.148320;0.123970
0.548000;-0.318740;-0.107030;0.145750
0.548500;-0.266590;-0.088466;0.170180
0.549000;-0.187200;-0.074947;0.164730
0.549500;-0.110240;-0.055563;0.163060
0.550000;-0.018052;-0.032509;0.131330
0.550500;0.086374;-0.011349;0.086322
0.551000;0.183580;0.008900;0.041294
0.551500;0.272310;0.029078;-0.013541
0.552000;0.357780;0.052130;-0.080964
0.552500;0.424300;0.071443;-0.127520
0.553000;0.498600;0.075317;-0.150170
0.553500;0.556610;0.093872;-0.163360
0.554000;0.604280;0.113530;-0.175780
0.554500;0.661410;0.120200;-0.188810
0.555000;0.703090;0.128200;-0.208560
0.555500;0.729030;0.131950;-0.229890
0.556000;0.739620;0.138950;-0.245310
0.556500;0.741480;0.124220;-0.250660
0.557000;0.707230;0.123430;-0.240350
0.557500;0.664510;0.114660;-0.219650
0.558000;0.611910;0.100700;-0.194900
0.558500;0.520310;0.096562;-0.169210
0.559000;0.424060;0.079779;-0.124000
0.559500;0.331640;0.055834;-0.074982
0.560000;0.228230;0.038511;-0.018867
0.560500;0.129610;0.018395;0.031796
0.561000;0.025220;0.003236;0.083756
0.561500;-0.061798;-0.030361;0.143850
0.562000;-0.144160;-0.055230;0.185740
0.562500;-0.232140;-0.065710;0.200630
0.563000;-0.298110;-0.088761;0.190390
0.563500;-0.337190;-0.112410;0.165910
0.564000;-0.343360;-0.137770;0.118840
0.564500;-0.331240;-0.164740;0.073050
0.565000;-0.320270;-0.187020;-0.002261
0.565500;-0.318620;-0.203980;-0.061155
0.566000;-0.286980;-0.236770;-0.074851
0.566500;-0.278250;-0.230030;-0.083041
0.567000;-0.289920;-0.213380;-0.089524
0.567500;-0.269120;-0.210490;-0.105680
0.568000;-0.271270;-0.180750;-0.146000
0.568500;-0.261740;-0.168560;-0.171110
0.569000;-0.240080;-0.156170;-0.178910
0.569500;-0.218260;-0.147220;-0.194550
0.570000;-0.209960;-0.144980;-0.201980
0.570500;-0.212640;-0.150610;-0.235890
0.571000;-0.230210;-0.161980;-0.267790
0.571500;-0.247850;-0.169620;-0.290120
0.572000;-0.262400;-0.184040;-0.281520
0.572500;-0.283830;-0.196480;-0.250340
0.573000;-0.292250;-0.211960;-0.219950
0.573500;-0.283420;-0.229620;-0.185890
0.574000;-0.280910;-0.237910;-0.152500
0.574500;-0.267970;-0.243490;-0.120610
0.575000;-0.261250;-0.247510;-0.071641
0.575500;-0.248620;-0.247780;-0.027884
0.576000;-0.262490;-0.235030;0.010742
0.576500;-0.270410;-0.226020;0.011767
0.577000;-0.264680;-0.222930;0.000131
0.577500;-0.242020;-0.221620;-0.019722
0.578000;-0.210050;-0.210120;-0.049534
0.578500;-0.174100;-0.196900;-0.084191
0.579000;-0.105440;-0.192320;-0.125610
0.579500;-0.040200;-0.174160;-0.156880
0.580000;0.017456;-0.146800;-0.194090
0.580500;0.080642;-0.115820;-0.222480
0.581000;0.135990;-0.089011;-0.221510
0.581500;0.165930;-0.056503;-0.190440
0.582000;0.169560;-0.015889;-0.146080
0.582500;0.154180;0.014691;-0.093206
0.583000;0.112800;0.034879;-0.031173
0.583500;0.052538;0.047388;0.017466
0.584000;-0.052987;0.057420;0.082483
0.584500;-0.164130;0.050116;0.148780
0.585000;-0.271560;0.044996;0.219990
0.585500;-0.397110;0.039134;0.263960
0.586000;-0.521430;0.035349;0.302390
0.586500;-0.636740;0.028138;0.321420
0.587000;-0.718810;0.026157;0.323300
0.587500;-0.778800;0.029803;0.309570
0.588000;-0.793650;0.030324;0.268930
0.588500;-0.743540;0.021649;0.223930
0.589000;-0.661870;0.021049;0.157290
0.589500;-0.569650;0.033527;0.087305
0.590000;-0.459530;0.039833;0.032531
0.590500;-0.341360;0.044978;-0.026608
0.591000;-0.231810;0.058822;-0.071356
0.591500;-0.126900;0.055716;-0.113800
0.592000;-0.047656;0.058126;-0.137500
0.592500;-0.001524;0.057786;-0.148860
0.593000;0.033787;0.046644;-0.116200
0.593500;0.039373;0.036415;-0.074212
0.594000;0.017072;0.027466;-0.018968
0.594500;-0.018550;0.016696;0.037079
0.595000;-0.062795;0.009446;0.096535
0.595500;-0.124660;0.005192;0.149910
0.596000;-0.185580;0.003759;0.189250
0.596500;-0.225290;-0.003080;0.232100
0.597000;-0.261610;-0.004251;0.278980
0.597500;-0.258960;-0.009070;0.313330
